Título,URL_Foto,Precio_de_Venta,Área_construida,Habitaciones,Baños
"Casa en Venta, San Vicente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-tabor-4-habitaciones-5-banos/2230-7120,$1.200.000.000,240 m²,4,5
"Apartamento en Venta, RECREO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-recreo-3-habitaciones-2-banos-1-garajes/671-81128,$270.000.000,96 m²,3,2
"Apartamento en Venta, EL LIMONCITO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-limoncito-3-habitaciones-3-banos-1-garajes/671-82418,$430.000.000,206 m²,3,3
"Apartamento en Venta, BOSTON, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-3-habitaciones-1-banos-1-garajes/671-83175,$190.000.000,119 m²,3,1
"Casa en Venta, Delicias, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-las-delicias-3-habitaciones-3-banos/671-83160,$800.000.000,194 m²,3,3
"Casa en Venta, LA FLORESTA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-floresta-3-habitaciones-2-banos-2-garajes/671-82387,$430.000.000,200 m²,3,2
"Apartamento en Venta, El Golf, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-golf-3-habitaciones-4-banos-2-garajes/9851-13490,$850.000.000,255 m²,3,4
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/9851-100138,$355.000.000,80 m²,2,2
"Apartamento en Venta, Las Estrellas, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-pastoral-social-3-habitaciones-2-banos/9851-100223,$100.000.000,75 m²,3,2
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-carolina-3-habitaciones-3-banos-2-garajes/11325-3148708,$450.000.000,98 m²,3,3
"Apartamento en Venta, RIO ALTO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-carolina-4-habitaciones-4-banos-2-garajes/11832-M2791561,$475.000.000,111.77 m²,4,4
"Casa en Venta, LOS NOGALES, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-nogales-4-habitaciones-4-banos-2-garajes/11069-M2736434,$480.000.000,252 m²,4,4
"Apartamento en Venta, SANTA MONICA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-santa-monica-1-habitaciones-1-banos-1-garajes/11325-2193492,$160.000.000,43 m²,1,1
"Apartamento en Venta, BOSTON, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-3-habitaciones-2-banos-1-garajes/11069-M2701127,$205.000.000,78.8 m²,3,2
"Apartamento en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-4-habitaciones-4-banos-1-garajes/11832-M2791573,$350.000.000,100 m²,4,4
"Apartamento en Venta, BETANIA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-betania-3-habitaciones-2-banos-1-garajes/10926-3147906,$280.000.000,84 m²,3,2
"Apartamento en Venta, Paraíso, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-batallon-infanteria-3-habitaciones-2-banos-1-garajes/130-2901,$310.000.000,74 m²,3,2
"Apartamento en Venta y Arriendo, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-2-banos-1-garajes/9851-11574,$290.000.000,94 m²,3,2
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-3-banos-2-garajes/2969-4172,$620.000.000,142 m²,3,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-4-banos-2-garajes/2969-2632,$850.000.000,275 m²,3,4
"Lote o Casalote en Venta, BARRANQUILLA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-barranquilla/603-M1976753,$10.340.000.000,103400 m²,,
"Casa en Venta, Ciudad Jardin, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-ciudad-jardin-4-habitaciones-4-banos-4-garajes/671-79312,$800.000.000,298 m²,4,4
"Casa en Venta, Paraíso, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-paraiso-1-habitaciones-4-garajes/671-69018,$2.000.000.000,335 m²,1,
"Apartamento en Venta, LA CASTELLANA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-3-banos-2-garajes/671-76081,$535.000.000,125 m²,3,3
"Apartamento en Venta, Granadillo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-granadillo-2-habitaciones-2-banos-1-garajes/130-171,$200.000.000,77 m²,2,2
"Apartamento en Venta y Arriendo, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ciudad-jardin-1-habitaciones/2398-2358,$250.000.000,101 m²,1,
"Apartamento en Venta, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-2-banos-1-garajes/2398-19074,$440.000.000,120 m²,3,2
"Apartamento en Venta, LA VICTORIA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-sierra-3-habitaciones-2-banos/223-1866,$140.000.000,62 m²,3,2
"Apartamento en Venta, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-3-banos-1-garajes/130-3758,$380.000.000,140 m²,3,3
"Casa en Venta, CIUDAD DEL JARDIN - Noroccidente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-campo-alegre-4-habitaciones-3-banos-1-garajes/MC2850124,$450.000.000,140 m²,4,3
"Casa en Venta, Santa Mónica, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-santa-monica-4-habitaciones-4-banos-2-garajes/MC2849972,$1.400.000.000,353 m²,4,4
"Apartamento en Venta, ALTOS DEL LIMON - Noroccidente, Barr…",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-3-banos-2-garajes/MC2788381,$480.000.000,109.35 m²,3,3
"Apartamento en Venta, Granadillo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-4-banos-1-garajes/2361-88705,$700.000.000,169 m²,3,4
"Casa en Venta, La Concepción, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-concepcion-1-habitaciones/2361-87029,$1.200.000.000,325 m²,1,
"Apartamento en Venta, EL TABOR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-2-banos-1-garajes/710-M2790317,$360.000.000,105 m²,3,2
"Apartamento en Venta, Andalucía, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-del-este-3-habitaciones-3-banos-1-garajes/2230-6655,$430.000.000,121 m²,3,3
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-zona-franca-industrial-4-habitaciones-3-banos-2-garajes/2361-86471,$550.000.000,500 m²,4,3
"Apartamento en Venta, PARAISO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-paraiso-2-habitaciones-2-banos-1-garajes/2361-88112,$240.000.000,67 m²,2,2
"Apartamento en Venta, Tivoli, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-2-banos-1-garajes/2398-20861,$360.000.000,130 m²,3,2
"Apartamento en Venta y Arriendo, El Tabor, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-3-banos-1-garajes/2398-22026,$550.000.000,210 m²,3,3
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-2-habitaciones-3-banos-2-garajes/2398-20552,$467.000.000,107 m²,2,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-3-habitaciones-3-banos-2-garajes/2398-22532,$385.000.000,121 m²,3,3
"Casa en Venta, ALTOS DE PRADO MAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-3-habitaciones-5-banos-3-garajes/934-1725029,$1.690.000.000,456 m²,3,5
"Apartamento en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-conjunto-residencial-villa-campestre-3-habitaciones-3-banos-2-garajes/2969-1206,$385.000.000,120 m²,3,3
"Apartamento en Venta y Arriendo, La Castellana, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-4-habitaciones-3-banos-2-garajes/2969-3714,$1.500.000.000,242 m²,4,3
"Casa en Venta, OLAYA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-olaya-5-habitaciones-3-banos-1-garajes/671-70439,$600.000.000,420 m²,5,3
"Apartamento en Venta, El Limoncito, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-limoncito-2-habitaciones-1-banos-1-garajes/671-70798,$215.000.000,90 m²,2,1
"Casa en Venta y Arriendo, El Poblado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-poblado-3-habitaciones-3-banos-2-garajes/130-2830,$1.700.000.000,394 m²,3,3
"Apartamento en Venta, ALTOS DEL PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-2-habitaciones-2-banos-2-garajes/10338-2491307,$390.000.000,80 m²,2,2
"Apartamento en Venta, Altos De Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-3-banos-2-garajes/10959-466,$500.000.000,145 m²,3,3
"Apartamento en Venta, VILLA SEVILLA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-sevilla-3-habitaciones-2-banos/10926-3142788,$200.000.000,144 m²,3,2
"Apartamento en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/10338-401028,$340.000.000,0 m²,2,2
"Apartamento en Venta, RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-3-habitaciones-4-banos-2-garajes/10338-2590480,$1.500.000.000,250 m²,3,4
"Apartamento en Venta, golf, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-2-habitaciones-2-banos-1-garajes/10338-317988,$378.756.000,0 m²,2,2
"Lote o Casalote en Venta, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-el-prado/9851-100214,$1.593.750.000,687 m²,,
"Apartamento en Venta, GRANADILLO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-4-banos-1-garajes/2361-88713,$695.000.000,174 m²,3,4
"Apartamento en Venta, GRANADILLO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-4-banos/2361-88712,$626.500.000,180 m²,3,4
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-2-habitaciones-3-banos-2-garajes/470-778,$760.000.000,135 m²,2,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-2-habitaciones-3-banos-2-garajes/2969-4475,$520.000.000,100 m²,2,3
"Apartamento en Venta, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-3-habitaciones-3-banos-1-garajes/2969-4235,$350.000.000,139 m²,3,3
"Apartamento en Venta, Golf, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-golf-4-habitaciones-5-banos-4-garajes/2969-3250,$2.600.000.000,658 m²,4,5
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-1-habitaciones-2-banos-1-garajes/671-80520,$260.000.000,71 m²,1,2
"Apartamento en Venta, RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-riomar-3-habitaciones-2-banos-1-garajes/671-80525,$450.000.000,132 m²,3,2
"Apartamento en Venta, VILLA CAMPESTRE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-campestre-2-habitaciones-3-banos-1-garajes/671-80275,$200.000.000,65 m²,2,3
"Apartamento en Venta, villa carolina, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos-1-garajes/671-82736,$285.000.000,86 m²,3,2
"Lote o Casalote en Venta, CIRCUNVALAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-circunvalar/671-80557,$558.600.000,798 m²,,
"Casa en Venta, SILENCIO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-silencio-4-habitaciones-1-banos-1-garajes/671-79959,$280.000.000,0 m²,4,1
"Apartamento en Venta, Bella Arena, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-blanca-4-habitaciones-1-banos/671-83286,$200.000.000,92 m²,4,1
"Apartamento en Venta, villa del este, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-del-este-3-habitaciones-3-banos-2-garajes/671-82734,$610.000.000,165 m²,3,3
"Casa en Venta, Recreo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-santo-domingo-3-habitaciones-3-banos/9851-13481,$413.000.000,133 m²,3,3
"Apartamento en Venta, ALTOS DEL PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-1-habitaciones-2-banos-1-garajes/10338-340437,$260.000.000,40 m²,1,2
"Apartamento en Venta, ALTOS DEL PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-2-habitaciones-3-banos-2-garajes/10338-314071,$470.000.000,0 m²,2,3
"Apartamento en Venta, UB. ALTOS DE PARQUE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-4-banos-2-garajes/10338-2590339,$570.000.000,147 m²,3,4
"Lote o Casalote en Venta, Las Flores, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-las-flores/897-1040090,$16.460.000.000,0 m²,,
"Casa en Venta, LUCERO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-lucero-5-habitaciones-5-banos/10881-3041909,$1.500.000.000,450 m²,5,5
"Apartamento en Venta, La Concepción, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-concepcion-2-habitaciones-2-banos-1-garajes/130-2833,$210.000.000,65 m²,2,2
"Apartamento en Venta, Recreo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-recreo-3-habitaciones-3-banos-1-garajes/9851-13646,$210.000.000,86 m²,3,3
"Casa en Venta y Arriendo, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-ub.-altos-de-parque-4-habitaciones-5-banos-2-garajes/12287-167,$1.000.000.000,220 m²,4,5
"Apartamento en Venta, Miramar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/10926-3142883,$315.000.000,78 m²,3,2
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-3-banos-1-garajes/9851-12595,$430.000.000,124 m²,3,3
"Apartamento en Venta, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-2-habitaciones-2-banos-2-garajes/11325-3646348,$485.000.000,120 m²,2,2
"Apartamento en Venta, ALTAMIRA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altamira-2-habitaciones-2-banos-1-garajes/10338-2491087,$456.000.000,69 m²,2,2
"Casa en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-villa-santos-4-habitaciones-5-banos-4-garajes/11325-2741054,$920.000.000,320 m²,4,5
"Apartamento en Venta, El Prado,Norte, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-3-habitaciones-3-banos/411-30045,$250.000.000,139 m²,3,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-2-habitaciones-3-banos/411-57748,$405.000.000,125 m²,2,3
"Apartamento en Venta, ALTOS DEL LIMON, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-1-habitaciones-5-banos-2-garajes/10338-401882,$850.000.000,0 m²,1,5
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-3-habitaciones-3-banos-1-garajes/1265-3462177,$340.000.000,108 m²,3,3
"Casa en Venta, Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-prado-4-habitaciones-2-banos/9851-12242,$740.000.000,250 m²,4,2
"Apartamento en Venta, ANDALUCIA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-andalucia-2-habitaciones-3-banos-2-garajes/10338-3143401,$450.000.000,112 m²,2,3
"Casa en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-3-habitaciones-3-banos-1-garajes/10338-314803,$350.000.000,120 m²,3,3
"Apartamento en Venta, Bellavista, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-santana-3-habitaciones-2-banos-1-garajes/671-70802,$367.360.859,89 m²,3,2
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-2-banos-1-garajes/671-72827,$440.000.000,225 m²,3,2
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-1-habitaciones-1-banos-1-garajes/671-72276,$152.000.000,40 m²,1,1
"Apartamento en Venta, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-3-banos-2-garajes/671-73121,$350.000.000,191 m²,3,3
"Apartamento en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-1-habitaciones-1-banos-1-garajes/671-72078,$185.000.000,39 m²,1,1
"Apartamento en Venta, Nuevo Horizonte, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-3-habitaciones-2-banos-1-garajes/130-429,$420.000.000,150 m²,3,2
